-1.574890067395992865e+01,8.080127233601752224e+00,8.137458111455485721e+01
-9.396289987160102442e+00,-4.041418058939250102e-01,4.931643610322031890e+01
-8.540671068872057958e+00,5.439517184889279378e+00,5.058047392801512387e+01
-1.498626814798167928e+01,1.522151804394774377e+00,1.390219661939292166e+02
-3.469260615332004249e+00,2.845741737005958782e+00,3.640466518652508654e+01
-3.684304053927206279e+00,3.796568819805145267e+00,4.185716991424651923e+01
-5.283420957368903714e+00,3.493914803790629797e+00,1.095117501564751166e+02
-9.217458476494391206e+00,4.246599867639327286e+00,2.405614129222066424e+02
-2.834312229961879481e+00,-3.037590877798831412e-01,9.059825586391799845e+01
-3.646178065238728117e+00,-5.071049949120473244e+00,3.852144522690868484e+02
1.387861248422444627e+00,3.887857243216905800e+01,3.856208318681759692e+02
1.387861248422444627e+00,3.887857243216905800e+01,3.856208318681759692e+02
4.334856502037773396e+00,1.773116490196969153e+00,3.429769949778641376e+02
5.486394136973339108e+00,3.267172394472989083e+01,3.801413425106513273e+02
5.486394136973339108e+00,3.267172394472989083e+01,3.801413425106513273e+02
9.126158590655613523e+00,-1.448717730132283954e+01,3.805571511181987603e+02
1.012275132394393573e+01,-1.863188981224968543e+01,3.913882699298374632e+02
1.029371778788788738e+01,4.789726756755731429e+01,3.835042337681264257e+02
1.055811555170596883e+01,-2.283465252043899696e+01,3.904185038238882726e+02
1.150855171368011653e+01,4.626673729787790990e+01,3.836285891535223413e+02
1.205102755902875167e+01,-9.520386044917846791e-01,3.717203665211376915e+02
1.282916192633963703e+01,-1.997547729806053951e+01,3.918109861604127104e+02
1.282916192633963703e+01,-1.997547729806053951e+01,3.918109861604127104e+02
1.465238817382071446e+01,2.298166754049280414e+01,3.971730748104305349e+02
1.501023697724386707e+01,-1.556199048241597538e+01,4.016615661283387908e+02
1.481190519480478152e+01,-1.615460993878856044e+01,3.920911032413791872e+02
1.449204538783249241e+01,5.124861278092298988e+01,3.817817165737859568e+02
1.534741392595407383e+01,-2.345906063052904855e+01,3.875653627823294869e+02
1.622883108011080822e+01,1.480148379036840112e+01,3.858173878177043434e+02
1.696415999708128552e+01,2.300117523380618323e+01,3.935226386010452870e+02
1.667319539382522109e+01,2.677391219375313014e+01,3.818730238259248608e+02
1.763942734510546018e+01,-1.263398576350122937e+01,3.956291920765680175e+02
1.745382239002375968e+01,4.825920815017462928e+01,3.816862795543859761e+02
1.800813386754165535e+01,2.202840334025421498e+01,3.850634591835724336e+02
1.798372513481476176e+01,3.223147695531923063e+01,3.823977633712376587e+02
1.798372513481476176e+01,3.223147695531923063e+01,3.823977633712376587e+02
1.881559208382132553e+01,-9.183882631539288965e+00,3.918931204079190138e+02
1.981998238686444935e+01,-1.070674778824002971e+01,3.958487106105345674e+02
1.956776061325222216e+01,2.838809527408510647e+01,3.838522557373543123e+02
2.062915602491873557e+01,3.375903285263233045e+01,3.872717727534720211e+02
2.132472852637539873e+01,4.635509552734961858e+01,3.870903221717377392e+02
2.183194494525161389e+01,4.500289441783783673e+01,3.931033602614497795e+02
2.345894431663858626e+01,2.850486325508995122e+01,3.853626943704450127e+02
2.316314980317050143e+01,-5.944575816924721146e+00,3.779223055196403607e+02
2.518388759003524413e+01,-1.576860078585307612e+01,3.930540890778693210e+02
2.603668444730402953e+01,-9.985556461726657673e+00,3.956167743464364435e+02
2.603668444730402953e+01,-9.985556461726657673e+00,3.956167743464364435e+02
2.750826421237623265e+01,-1.328058201020995277e+01,3.930510631445030185e+02
2.746669178732510019e+01,-1.487128346910700749e+01,3.922834086048673612e+02
2.746669178732510019e+01,-1.487128346910700749e+01,3.922834086048673612e+02
2.622673638602280732e+01,-2.724701952991350318e+00,3.666549131840656059e+02
2.819899327657885024e+01,4.049839275693033613e+01,3.936739600083049027e+02
2.955156941546630378e+01,-1.569025849835819741e+01,3.936921652930171831e+02
3.107039380460048150e+01,-1.349931543269754819e+01,4.002853040722839637e+02
3.007690093847961421e+01,-8.533322532773903291e+00,3.858461952828557742e+02
3.315191588020159941e+01,-1.456786025297852838e+01,4.008694126549392536e+02
3.299813994063492828e+01,-1.683801850961756230e+01,3.970953093828518945e+02
3.304713602209353240e+01,-6.720227099861108222e+00,3.907169139985697939e+02
3.585532163689314444e+01,-9.472683572607456526e+00,3.945140751434892081e+02
3.792964182554401731e+01,-5.461741343128694304e-01,4.134410895067696856e+02
3.664527564164140472e+01,-1.541769727440754245e+01,3.980220271307118765e+02
3.921029639368676101e+01,-1.363733156062552609e+01,4.013103581239199684e+02
4.277189247477995337e+01,1.403494880676935530e+01,4.187018910824371005e+02
3.315917003864016976e+01,1.126438365476631454e+01,2.851124709658219558e+02
4.684274691239399147e+01,-9.323226045886644897e+01,4.027085790174385806e+02
4.632369530842139227e+01,1.929612228343669633e+00,3.925631398383293345e+02
3.465523328056446672e+01,1.116812883127681921e+01,2.801828361633187683e+02
9.195203866186853148e+00,-1.634683613378150380e+00,7.101520697306760610e+01
5.238267820701202027e+01,-2.918413514576398171e+01,4.016118601398849250e+02
3.895574483879646976e+01,9.120297623214559835e+00,2.881712129519311247e+02
5.529151499325855212e+01,-1.049996901299370045e+01,4.082558897939784970e+02
5.611162678318184760e+01,-1.243080069470054561e+01,4.111924500737322319e+02
5.556582126546238243e+01,-3.259218498106513096e+01,4.050970553241454581e+02
2.709006289032578962e+01,3.312919885903392370e+00,1.973808921280944730e+02
5.624440478225789519e+01,-3.817554900777702542e+00,4.076338102251453961e+02
2.901224752805052987e+01,8.749765258400465484e+00,2.058997172321110725e+02
5.798109726651189533e+01,-1.009718163243496569e+01,4.091689715593282699e+02
5.812034573688679728e+01,-1.260448144288293015e+01,4.081014974024884054e+02
5.808389737983649326e+01,-6.765485560537321419e+00,4.016509122518729100e+02
4.240510357737733926e+01,1.794065010806711058e+01,2.931703052972661681e+02
4.240510357737733926e+01,1.794065010806711058e+01,2.931703052972661681e+02
4.244429314863702984e+01,2.589631803404789423e+01,2.886986589299954744e+02
6.032497067544893810e+01,-1.348404669914050302e+01,4.071524799624747288e+02
6.052746550862406849e+01,-1.525785825113431393e+01,4.063251051049795137e+02
6.068203475140688852e+01,-1.196932551767250885e+01,4.046296827985361801e+02
6.271546864685875988e+01,-2.800239348069475831e+00,4.113246684803112885e+02
6.248936187233059059e+01,-1.331621658562543686e+01,4.091796840731883549e+02
4.550651257475794154e+01,2.403042304754928082e+01,2.908955272393579889e+02
4.675155095388122106e+01,1.957452312772774050e+01,2.928939952244878100e+02
6.518752057227038677e+01,-8.034807646401345593e+00,4.048441382458792646e+02
6.597862851686311103e+01,-1.267957015171631774e+01,4.092615240456524930e+02
7.054363154778249623e+01,-1.875409512400753087e+01,4.066610445342044500e+02
5.321669823033944624e+01,6.016157535346915353e+01,3.051981864614022015e+02
7.067830015129129606e+01,-2.684546147462620169e+01,3.960515076280074140e+02
7.550732493836230219e+01,-2.352575556117475131e+01,4.148699438312545453e+02
5.808593085582049298e+01,4.854313599524188305e+01,3.155202029080064108e+02
7.558701745916096115e+01,-2.888476669953374554e+01,4.013945549667200225e+02
3.653009416341213722e+01,2.953417306340030635e+01,1.914591986822135254e+02
6.155437083000419562e+01,6.077534669771244324e+01,3.224757549636574367e+02
8.008427154609131549e+01,-1.885941554898515804e+01,4.048865891080125152e+02
6.550506531194172055e+01,3.801583495297688131e+01,3.261227130277501942e+02
6.331593064703802298e+01,5.518250390023371921e+01,3.128321460105240135e+02
6.331593064703802298e+01,5.518250390023371921e+01,3.128321460105240135e+02
1.043842636458202406e+02,-1.079749881909563669e+01,5.109492119906806806e+02
8.374513542031493785e+01,-2.620090093736225256e+01,4.040511463577781228e+02
6.605194515475321282e+01,4.733714564026572447e+01,3.100542938968283693e+02
6.192437666298968679e+01,1.311385035282636302e+01,2.848666021049589290e+02
1.437184061488326847e+02,4.016673062830079743e+00,6.522468204139579484e+02
8.916526951795613343e+01,-2.830848764798660966e+01,3.903201387537932305e+02
7.964960287343683376e+01,-3.929296488963752054e+00,3.411880102413018676e+02
8.094530740326568719e+01,-7.431519934431165986e+00,3.385468996470283969e+02
8.187025927507698952e+01,-1.245130981895003330e+01,3.402446340606947501e+02
9.678316413036455401e+01,1.851383680528765652e+01,4.008486850104459904e+02
8.295468422302782585e+01,8.179912981275872311e-03,3.375807267027540775e+02
8.587900186573614292e+01,-1.362695835389260246e+01,3.384681486334428655e+02
8.353254515676675851e+01,5.293110443375075391e+01,3.268194248089862981e+02
8.663959853120816490e+01,-3.604991103659510809e+00,3.367804916002273217e+02
8.843384227816284238e+01,-1.277689671488117007e+01,3.393655498503746912e+02
2.649004262840209662e+02,4.416389348084958755e+01,9.602271349801216047e+02
-4.776644093925708034e+02,-6.937485942781378867e+01,-1.510505340269070075e+03
1.126571696053260609e+02,-5.360529716057120808e+00,3.452546870615682906e+02
1.168176289001514618e+02,-6.664908277529113523e-01,3.365925759376541464e+02
1.168227225005363721e+02,-1.340167021458563923e+01,3.352419452881155735e+02
1.150298250731463270e+02,5.938417178480958486e-02,3.296556831748482637e+02
1.170661193688914352e+02,-8.711469261714984924e+00,3.331476223827063450e+02
1.186934937437156350e+02,-5.273906227565736238e+00,3.311377074651950920e+02
1.035213030973825994e+02,1.550583536926630401e+01,2.887646532889738182e+02
1.443853613611124160e+02,-3.042008070133629261e+01,3.822965494476778758e+02
2.170606911647392110e+02,6.054253611105032462e+01,5.696871102476172837e+02
1.497390249170834977e+02,-2.032620372059438196e+01,3.889033159142276759e+02
1.497390249170834977e+02,-2.032620372059438196e+01,3.889033159142276759e+02
