-9.863529910022165836e+00,2.218555722596650792e+00,5.388476848319236723e+01
-9.684841629408833086e+00,-1.036559452067194353e+00,5.455939745554784537e+01
-6.640935569740114452e+00,3.689611291131423609e+00,4.081639251211261410e+01
-6.405125746432055678e+00,3.719880702903545444e+00,4.136786553966678781e+01
-6.405125746432055678e+00,3.719880702903545444e+00,4.136786553966678781e+01
-1.631604722446171252e+01,7.149633475504921343e+00,1.134151894600573769e+02
-1.624707933828818440e+01,-1.490374418705724402e-01,1.352716645967072679e+02
-1.352173217366277669e+01,5.053445495621296940e-02,1.128261351079383275e+02
-1.572631100487614830e+01,-2.404131590647395622e-01,1.459648841023622481e+02
-1.487070442564504091e+01,8.461760160150706866e+00,1.384987262529425038e+02
-1.264031373065117592e+01,3.928880522845383805e+00,1.231186163574786860e+02
-3.088894098268227584e+00,2.775634259443381158e+00,3.875734618250910302e+01
-1.038880425239761074e+01,-2.758174003945216279e-01,1.503066873231310865e+02
-4.599783919944450794e+00,9.710223146147448858e+00,1.095055230938861399e+02
-8.050406175881743565e+00,1.476753792124835662e+01,2.568336096058708904e+02
-5.269377590648017140e+00,1.732493598119263822e+01,3.050891145264653233e+02
-1.830695367841164156e-01,2.590051736667854598e+01,2.175249791746871324e+02
5.528082543707795171e-01,2.981825838980423526e+00,5.892862548907855569e+01
7.668736086097633908e+00,-4.406460543023289489e+00,6.263542925826653800e+02
6.077366706267941510e+00,2.055780859308162078e+01,3.798137392419743037e+02
4.175859996262077267e+00,2.029527994706943161e+01,2.263268155834942377e+02
5.634576800418213516e+00,2.405785638540145399e+01,2.236682846467426771e+02
5.677446348452069635e+00,2.097529678805859277e+01,2.096764667024895346e+02
6.138380946370745939e+00,2.198665865577149958e+01,2.265033401594658926e+02
6.921700149898816434e+00,2.255081790047377055e+01,2.247993927655923585e+02
7.749488087544768256e+00,2.315005793836870751e+01,2.246444718372107161e+02
1.115751976961452208e+01,2.054263911459119640e+01,2.237123413513216690e+02
1.904355282124451065e+01,-1.842639590009602646e+00,3.752210611146094834e+02
2.053661407009627027e+01,-2.060576395925628024e+00,3.779990107494836025e+02
2.176534069543577488e+01,-2.976565867398099918e+00,3.767897733861086635e+02
1.292627332179492861e+01,2.042170771453852751e+01,2.226201132973056076e+02
2.272269608968822396e+01,-4.574531840033344565e+00,3.902606214775037188e+02
4.951037639389209488e+00,6.929523805450546803e+00,8.450430493648241281e+01
2.290202905954282997e+01,-8.327104325856772959e+00,3.870695422077219519e+02
